,name,title,rating,date,text,helpful_vote
277,Vikas,Genuine product from Cloudtail reseller,5,28-Sep-19,I bought it from Cloudtail seller. Checked whether its genuine or not by sending SMS on given number. And found it is genuine. Taste is good.,
278,Amazon Customer,Make sure you verify from official website,5,15 April 2021,"Product got verified by Guardian GNC officially. Tastes good, mixes well and does the job. What more do you want?",
279,Prateek K.,Very tasty but no scoop with 1 kg.,5,11-May-22,I really liked it. This was my first time trying whey and it was much much better than expected. I thought it will taste bland but it tastes like born vita or something. :),
280,Ishan T.,Nice and original product,4,17-May-20,"This is 1st time I am ordering Gnc pro, before this I ordered Advanced protein and results were good. Now trying pro. I always order from guardian and receive genuine products",
281,manish kumar singh,Fake product,1,3-Jun-21,"The product received is fake/duplicate, actually it is wheat flour and product received was without seal. Really disappointed with Amazon",
282,AJ,Good but price is little high,5,11 April 2022,I used first time whey protein in my life and the taste is good but the price is little high.,
283,Sonu gurung,I'm not satisfied,1,7-Oct-20,"Not easily mixed with water, and the cap of  protein contanier is not tite after the each scoope  of protein. I m not satisfied. I'm using this product till 1 month",
284,Saurav R.,Too sweet.. tastes bad,1,31-Jan-21,This tastes really horrible. Too sweet.. having a hard time finishing this whey flavour,
285,Harpreet,Best Protein In Budget,5,12-Aug-21,"This is one of the best protein,i have ever taken.Sweetness is optimum.I have tried all the flavours but chocolate supreme is best.moderate in price.Must go for it",
286,Ranjodh,Chocolate flavor is delicious and also good results,5,13-Jan-22,Best protien supplement rather than on whey.if you want better result you can also add certain supplement of same brand in post workout meal.,
287,Parag T.,Everything is good except the flavour,3,30-Jan-21,"All GNC Chocolate flavors are great but the vanilla is pathetic and slimy , avoid Vanilla.",
288,shehzad,Fantastic product,5,28-Feb-20,I love very much to use this whey pro performance protein suppliment....Best whey protein to go for. It has all the contents. so u can have a try and i recommend to all my friends who love's gym.,
289,Vishal,Too sweet!,1,30-Aug-21,It‚??s extremely sweet I don‚??t understand point of making it so so sweet,
290,Vimal banka,Value for Money,5,13-Jul-21,Like,
291,Baljit Singh,Low Bioavailability,3,14-Oct-20,Bioavailability is low when compared to other products with the same price in the market. Bioavailability is only 69 % . Muscle blaze offers bioavailability of 75% on the same price.,
292,Amazon Customer,Fake product,5,2-Nov-19,Fake product...brought same product from main gnc store...but this product had diff colour...so this must be fake,
293,Nishant,Good one,4,23-Mar-21,Protein quality is awesome but this Choc Fudge flavor is bad.. my personal opinion,
294,Rina,Current batch are poor...,1,8-Jul-20,Currently I purchased this product on 24th of June... taste are totally different. Using this product from last 3-4 years....but this package are very worst.,
295,Anil Mehta,"Good , however",4,18-Mar-21,the same item is a bit cheaper on Shops . Please let us have the benefits of ecommerce's scale,
296,Ayaz,Trust GNC,5,27-Mar-21,Trust GNC product nice and helpful to grown up in bodybuilding..!!,
297,Amit Das,Extremely sweet whey,2,5-Dec-21,The whey mixes well but is horribly sweet. The tast is worst of all the wheys I have ever tasted.,
298,Avijit roy,Gnc,5,22-Dec-18,Genuine products... satisfy,
299,Logu D,Health,5,4-Feb-21,Good one,
300,Ashish Chaurasia,Value of money,4,3 April 2021,"This protein is under budget, it is for beginners & people who have budget of 3,000 to 3,500.",
301,Vicky patil,Get Genuine from amazon,4,16-Jun-19,Gnc is a well reputated company gives good product. Mainly recieved genuine from amazon thankyou.,
302,Ayush dixit,"Everything is perfect , but i haven't received any Sipper nor a scoop .",3,7-Mar-22,"Everything is perfect , the delivery was perfect , the flavour is perfect but the only thing I don't like is that they didn't provide me a Sipper nor a Scoop .",
303,Arun,Best protein to go for,4,6-Dec-20,"Great product at good price, i hope GNC keeps the quality and price balanced in long run.",
304,abhishek sharma,Totally fake product,1,27-May-21,Fake totally scam with people,
305,Amazon Customer,"Dect product, does the job.",4,21-May-21,"Decent product, takes care of protein needs.Named double chocolate but not that sweet just moderate.",
306,Eeva,Good experience in 1 week,5,29-Nov-20,Using it past 1 week... Till now i am happy... feel energetic throughout the day....,
307,Ganesh Katara,Best,5,5-Feb-22,Best protein in the market..,
308,Amit Shakya,Original Product,5,23-Aug-21,Genuine product from GNC. Must Buy.,
309,rohit,Old and fake,1,7-Aug-20,Product is old manufactured. Expiry day remain only 20 days. And not authentic because no tag or authenticity stcker present.,
310,Dr Praveen G,Dissolving improper,2,13-Dec-18,It doesn't dissolve completely wen mixed in milk,
311,Atul tambatkar,Awesome flavour,5,23-May-21,Fantastic flavour. I have the chocolate fudge and it is so tasty. Thank you GNC.,
312,NITIN NAIDU,MONEY WORTH AT LEAST BIGGENER SHOULD DEFINITELY BUY THIS PRODUCT,4,19 April 2022,MONEY WORTH AT LEAST BIGGENER SHOULD DEFINITELY BUY THIS PRODUCT ..IT DOEST TEST GOOD BUT ITS FINE .HELPFUL AFTER WORKOUT,
313,Rohit kumar,Great Taste and product,5,7-Oct-20,great Taste only when used with milk and Intermediate results. Go for it if you are a  beginner and searching for a good product,
314,Parul Tyagi,Fake Alert Pls check code at guardian .in,1,2-Dec-21,"make sure you verify once you recieved your product ,I received a fake product ,pls check the code on guardian website",
315,Sarbjeet singh,Poor and expired product,1,27-Mar-21,"The media could not be loaded.
                



¬†I took this product and when i used it , it smells like its very old or expired , has a very bad taste ,  not good , something wrong with this product, plz exchange or refund",
316,Aman S.,Flavour is too sweet,4,16-Nov-20,"The flavour is too sweet, go for another flavour if you are already done with choclate flavour cause this one is very sweet, you can add oats to normalise the taste",
317,Amazon Customer,Whey protein for beginners,4,22-May-21,"For beginners, its a good whey protein.",
318,Amazon Customer,Got a duplicate product at Malegaon 423105,2,2-Mar-21,I just compared my currunt product with recived product and it is a duplicate product. It tasted sweet.,
319,Yatin jhamb,Fake,1,23-Jul-22,Fake supplement,
320,sikander mahan,Good mixability and taste,5,19-Nov-20,A little pricey compared to indian brands but has better mixabilty and taste ( than muscleblaze atleast).,
321,Ankit Saxena,Overall good whey protein,5,23-Oct-20,"Authentic product after verification of code, Protein is good , flavour is good ,Mixability is good I water and in milk both  ,Product is good and it is value for money. Will give 4 1/2 stars",
322,Gaurav kad,Best as always.,5,5-Oct-19,GNC at it‚??s best as always. Flavour too good and effect is supernatural because of zero sugar content. You just need to sacrifice the taste.,
323,San G,too sweet,1,24-Jun-21,"its too sweet ,feel like drinking sugar",
324,Shivam Tyagi,Nice taste,5,21 April 2021,Nice taste,
325,Fatima Zain,Genuine product,4,8-Feb-21,"At first I was not sure about the authenticity of the product.  I verified with the brand, it is not fake. Purchased from cloudtail seller.",
326,Rupa WB,A useless product.,1,4-Feb-21,I have not seen such a useless product till date. My money wasted and Amazon is promoting it,
327,Shashank R,Genuine...best tasting protein ????èΩ????èΩ,5,9-Feb-21,Original product...verified on gnc website...great taste,
328,Ankit gautam,Premium protein,5,28-Feb-20,I ordered this protein few days back and getting fine results from it. Gnc is a premium brand and it gives absolute result.Authentic productGood tasteGood results,
329,Bugs Bunny,Go and buy it,5,31-May-21,Nice product even taste also good .. highly recommend,
330,Ash,Ok ok,3,13 April 2021,In one month i have used 2 kg with 15 egg boiled regular gym with personal trainer 1200 per month but very less result,
331,Deepak mishra,Superb product from gnc,5,23-May-21,I like it bcoz of its fantastic flavour or its mixibility...,
332,Narender Yadav,Super,4,17-Mar-22,"Nice product easy to digest, good taste, easy to desolve i like this.",
333,riti,very good product,4,3-Mar-20,very good product.taste is good and the mixibility absolutly fine.good for begginers and also intermidiate..go for this whey protien.,
334,Mayank agrawal,USED PRODUCT PROVIDED,1,20-Jan-22,THIS IS ALREADY USED PRODUCT  SEAL WAS BROKEN WHEN I IOEN THIS BOX OPEN...THIS IS TOTALLY FRAUD WITH ME I WANT MY FULLY AMOUNT BACK,
335,Amazon Customer,Good,5,5-Jul-21,Little expensive but good quality in terms of taste and abosorbance..????èª????èª????èª,
336,Ritik s.,Mixability superb,5,24-May-21,The mixability of this product is superb.. i have use many other brands but this one was very good,
337,Rishabh,Very good,5,11-May-20,"Looks original. Good taste, smell and mixes well.",
338,mayur i.,Product is not authentic.,1,25-Oct-21,"Seal is already open and the product is not authentic, as given in the image of product there is a red seal which white in delivered product.",
339,Vishnu,I don't find it useful,2,23-Jun-19,I don't feel any better in me.I am still loosing my weight.  I know it's not a gainer but it let not loose weight .,
340,Amazon Customer,Best whey,5,21 April 2021,Best whey protein for all level of athletes,
341,Kindle Customer,This is good option for beginners as the taste is good and protein absorbance also good.,4,9-Aug-22,Good product for newbie,
342,Abdul,Gnc,3,25-Oct-19,Ok product..100% real,
343,Akshay,"Good product, value for money",5,18-Mar-21,Good product,
344,Uttam reddy,One of the Best whey protein powder in India,5,17-Jul-21,Chocolate flavour is so tasty you can go for it,
345,Hari Darshan Kapoor,Delivery issue,5,28-Sep-20,I ordered chocolate supreme but i got chocolate fudge thats the only prblmThe prblm is in amazonGnc is awesome,
346,Ajaypratap,Hole on the lid of product,1,30-Mar-21,There is hole on the lid & there is sticker inside the product to seal it not sure whether its genuine& Product is very sweet tastes like chocalte malt,
347,Parth G.,"Good taste, authentication process and value for money",5,8-Mar-21,"Good taste, authentication process and value for money",
348,Bsronny,Is protein quantity and BCAA,5,9-Mar-21,Is was awesome,
349,Paramvir,It's fake,1,24-Aug-21,"It's fake and it was opened I already shared the photos in return , now I m trowing this out bcs it's smelling and lumps in it",
350,Amazon Customer,horrible taste,2,9-Nov-20,horrible taste.. onn whey is 100 times better.,
351,Aakash. K,Trusted beginners suppliment,4,23-Mar-22,Good,
352,Bhumika,Gnc,1,1-Jun-20,"Horrible...causes insomnia and  uneasiness if taken at night,tastes below average..",
353,Vikash,Strength and recovery,5,5-Nov-20,"I called zeher protein, because its give me strength that ON ( optimum nutrition )never does.",
354,S K N T,Good one,4,20-May-21,Good,
355,Amazon Customer,Original,5,13 April 2021,Goood original product,
356,Gibran Bharucha,Great taste and easy to digest.,5,25-Jan-22,,
357,aditya singh,Product is authentic.,5,7-Mar-21,Taste is good and it is effective,
358,Natwar,Best for buy,5,18-Jun-20,It's very good product use of this for beginners . And test is also good I'm using this 2nd time.,
359,Jasdeep (Mob. 9876712394),Best weight gainer at this price,5,23-Mar-21,Very Nice weight gainer.  Value for Money Product of GNC,
360,Sukhjinder singh,Excellent product,5,20-Dec-18,I just love this product it has good results with proper diet the taste and mixability is also excellent,
361,Santosh gupta,Average product,2,23-Feb-21,"Not satisfied with the packaging, only 66% protein which is not enough at this price, missing glutamine as well",
362,Munish Chitti,Heavy to digest,3,16 April 2021,"Mixibility, flavour are fine, but it is heavy to digest and makes you feel bloating too often",
363,Karma,Superb,5,14-Oct-20,I got 110 % original product thank u GNC and Amazon,
364,Amazon Customer,Best for us begnors,5,13-Jun-21,Best for us begnors,
365,Ashandeep,Seal of the box is opened,1,29-Jun-21,I order choclate supreme and you deliver vanilla flavour.  And also the seal of the box is destroyed . U delivered the defected product,
366,Sarika Gupta,Excellent,5,12-Jul-22,"The media could not be loaded.
                



¬†Love it and for gym",
367,Mamta Y.,Quantity issue,1,16-Aug-22,I ordered 2 kg(4.4lbs) but the actual quantity of received product is 1.81kg(4lbs),
368,Divyansh spehia,Good,5,1-Dec-21,Good,
369,Anynyoms,Great,5,27-Sep-20,Good product genuine... cheaper than on other sites,
370,Anil kumar,Nice product,4,17 April 2021,It's working product,
371,sukhminder singh,Best protein and recovery is very fast,5,9-Nov-19,Good product and muscle strength is too when start the protein,
372,BHAVNESH M HADIYEL,Best In all senses,5,13-Nov-21,"it's really very good whey protein, I am telling you after using 2 different types of whey protein",
373,Sparsh,Duplicate product,1,19-Nov-21,duplicate product . Ingredients are aslo different as shown . They also didnt return the product,
374,Abhishek,Superb performance,5,28-Jul-22,The media could not be loaded.,
375,Gaya Prasad Gour,Natural Chocolate,5,20-Nov-18,"I use it after physical activity, and I can tell you that it is an excellent product.",
376,Raju,Good,5,17-Jan-21,Good,
377,Lucky,Fantastic taste,4,1-Feb-22,Taste is awesome and a good performance,
378,Shubhanshu Shukla,Shaandar jabarjast jindabaad,5,16-Jan-21,One word.... Awesome,
379,Nitesh sharma,SUPERFAST DELIVERY,5,30-Jun-20,I ordered yesterday at 11 pm & i got the delivery morning 8:00am ??•??•??•??•??•??•??•??ç??ç??ç??ç??ç,
380,Ayan khan,Fake product,1,5-Dec-21,Please dont buy this product its fake and the scoop is missing in the box its fake product,
381,Dr sunny gupta,good,5,16-Nov-21,very good,
382,adil khan,Worst product,1,26-Jan-22,"The media could not be loaded.
                



¬†I want refund i got only half kg in 1kg pack",
383,Gaurav Baliyan,"Strawberry flavour is awesome, product is genuine",5,1-Jan-22,Very great taste and best price among all available supplements,
384,baisakhi ghosh,The container lid does not close .,1,26-Dec-19,The Lid of the container does not close. Plus there was a hole in the in the protective covering . It seems not to be a genuine product.,
385,Rakesh Srivastav,"Appears fake, chocolate flavour was written on lebel but it was not chocolate flavour.",1,30-Jan-22,D grade product. Not recommended. Bad taste,
386,Pramit Mitra,Good Product,5,14 April 2021,Good Product,
387,Lokesh.S.Jain,GNC whey protein is worth buying.,5,18-Aug-19,Its really good in taste and gave me good energy levels. Would recommend for the beginners.,
388,arpan patil,Too sweet...,2,22 April 2022,"Taste is too sweet, make it low, its too much sweet as taste.",
389,SM,Good Product,4,11-Aug-19,This is the first time i am trying this product and it fuelled good recovery after workouts,
390,Navpreet Singh,Right choose,5,14-Jan-21,Right choose for meTry strawberry flavourVery nice product,
391,Abhishek,Best protein with no side effects,5,17-Sep-19,Best protein and the results are also good i recommend this one,
392,Sushant Sharma,Good protein,5,7-Jun-20,Good protein,
393,Sonu,Not as per the expected.,3,22-Feb-21,It's okk in mixability but okk for start with. Not happy due to the presence of Maltodextrin,
394,Ashok Kumar Mishra,Bad taste,2,11 April 2021,Taste is bad not good  for chocolate supreme,
395,nasir,Worth it,4,20-Feb-22,Product is worth buying,
396,Sarvesh Tiwari,Thumbs up,5,10-Oct-19,Good and genuine product.Thank u amazon for faster delivery..,
397,Vkc,Could be better,2,20-Jun-21,Not so good.,
398,archit,Way too sweet.,3,7-Mar-21,Horrible taste. Its like drinking a sugar syrup.,
399,Suneet kumar,Good product,4,10-Oct-20,Product nyc but taste is sweet in chocolate fudge. Overall good product,
400,Andrew,Package opened,1,21-Nov-20,Package was opened and almost half the quantity.. Worst product,
401,Ashish,Superb quality,5,7-Jun-22,Superb quality best result but take atleast 3kg,
402,mangesh more,Worst taste,2,13-Jul-21,Worst taste ever. But product is good and authentic.,
403,vanthiyadhevan,Don't buy it,1,21-Jun-20,Waste of money. Go for other protein powders.,
404,Kishor Kumar,Super,5,13-Aug-22,Like,
405,Prashant,Awesome,4,26-Nov-18,Genuine product. Highly recommended,
406,Atharva sanjay Wable,As compare to muscleblaze this protein is not that much good,3,7 April 2022,Flavour is good. But for muscle gaining it is very slow,
407,Utkarsh,It really works,4,30 April 2021,Best budget supplement,
408,Manish,Good product,4,7-Nov-19,Good price,
409,sarthak,Fake product,1,6-Mar-20,Fake suppliment!!,
410,shubham,Genuine product,5,12-Jun-22,Go for it 100% genuine product..,
411,Ajju,Selling fake supplements,1,2-Jan-21,Fake product will you get like meDon't buy which are selling by cloudtail otherwise waste your money like me,
412,Amazon Customer,Without scoop,5,3-Feb-20,"Delivery on time ,product is original but upset from gnc witout scoop ke product kese use kre so upset",
413,Sandeep singh,Protein,5,30-Sep-19,Product is good and good performance...,
414,AKSHAT S.,Good product,5,1-Oct-21,Great taste,
415,Aman saxena,Only sugar and no protein,1,13 April 2021,Just sugar and flavour .no protein,
416,Amazon Customer,Average,3,13-Jun-20,Average product.Taste is like milk powder.Slow digestion.Feeling bloated after using this.,
417,Naveen khatri,No seal on product. It is fake,1,2-Jan-21,No seal on product. It looks fake. No flavour.,
418,Amit,Display Serving Qty is less than printed.,3,22-Oct-20,Serving Qty is 25 scoop not 28 Scoop.,
419,Sambit Prasad,Very good product,5,7-Jan-21,Good taste and value for money,
420,Amazon Customer,Seal Cover is open,1,19-Dec-21,Seal cover is open and product is fallen on cover.,
421,DP,No result,2,19-Mar-19,"Using it since one month, haven't gained a single kg.",
422,Nirav,Flavour,1,15-Nov-21,Never buy vanilla flavour,
423,Priyank Virmani,"Too sweet, didn‚??t like the flavour",2,28-May-21,"Too sweet, took time to adjust to its taste. Although results are good",
424,Abbas anis Chathiwala,Nice product,4,3 April 2021,Flavour chocolate supreme is not good,
425,The Rock,Bad,1,4-Sep-21,Bad,
426,Unmukt Kaushik,GNC,3,10-Mar-21,Taste is good but I feel bloated after consuming ghis.,
427,Amazon Customer,Good,5,5-Sep-21,Good,
428,Amazon Customer,Good,5,10-Sep-19,Genuine product,
429,Amazon Customer,Product verification,1,25 April 2021,Given code is not veryfying that peoduct is genuine or not,
430,Aman,Disgusting,1,18-May-22,Disgusting,
431,sunny,Amazing response in 1st week itself,5,31-Jul-21,"Must recommend, results are visible in first week itself.",
432,Amazon Customer,Great,5,9-Jun-20,Great,
433,Krishna,Dublicet,1,24-Jul-21,Dublicet product hei yeMeri tbiyat khrab ho gyi,
434,Prakash Badhe,Product box packing allready opening,1,22 April 2022,,
435,Rusia,?•µ?•µ?•µ?•µ?•µ?•µ?•µ?•µ?•µ?•µ?•µ?•µ??ù??ù??ù??ù??ù??ù??ù??ù,1,26-Mar-20,Value por money not oder this product ??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù??ù?§§?§§?§§?§§??ù??ù??ù??ù??ù??ù??ù??ù,
436,vikram gandi,I didn't like the New improved taste.,4,18-Jun-21,New improved taste is too sweet and literally nauseating.,
437,senjith s,Nice produced,4,14 April 2022,Original produced,
438,rajeev gupta,Product is very baddd.because is smell very  badbad and deff,1,27-Nov-19,This product is very bad...and i purchase whey protein ..very bad smell and diffected ..and amazon is not refunded and replace,
439,Shumail,Results is amazing ??ç,5,21-Feb-21,Osm product,
440,gurpreet singh,Good in taste,4,28-Nov-20,"Good in taste, but this time i feel powder not mix properly in liquid.",
441,atul,Another Best whey protein,5,10-Sep-19,This is my second whey protein of GNC....both are excellent,
442,Aditya Sandbhor,No Results and No Improvement. Waste Of Money,1,19-Jan-21,No Results and No Improvement. Waste Of Money,
443,Jaswinder,Good but not best I prefer on whey protien,2,29-Oct-21,Good but not best I prefer on whey protien,
444,Mithilesh,Must buy,5,26-May-21,Best,
445,ajay mandlik,Best product,5,17-Nov-21,best flavor power FULL protein,
446,Soham Ghugare,Product has lots of defects don't buy from Amazon,1,17-May-22,Don't buy it,
447,Akash patil,ITS DUPLICATE,1,26-Dec-20,very wrost product...dnt buy..ITS DUPLICATE...food poisioing...be aware !!!,
448,Krishna,Very useful,5,14-Feb-21,A good value product.. worth of the amount..... Tastes awesome .....,
449,Ashu s.,Good quality,5,8-Jan-21,Taste good....,
450,Thomas Kurian,The scrach code was invalid,1,22-Nov-20,Fake product received,
451,azharuddin,Great,5,4-Mar-20,Good,
452,Bhanu Agarwal,Very bad product,1,14-Jul-21,"Really very bad product I've ever use,",
453,Nagen Behera,Good supplement,5,4-Mar-21,Good tatse and result,
454,Amazon Customer,Good product,4,24-Jul-19,Good,
455,ashok gurjale,Worth the money you buy,5,24-Aug-20,value for money,
456,Ankit Chhabra,Value for money ??∞,5,16-Oct-20,Great taste. Great flavour. Authentic product. Must buy,
457,Ganesh Ravankar,its fake product..taste bad..totaly waste of money,1,25-Aug-21,do not absorb...tastes bad..its fake product,
458,gajanan,I purchased 1 St time on Amazon ..but Qty is very less  ..,2,24-Jun-22,,
459,Jaswinder Singh,no performance,1,2-Nov-19,Duplicate,
460,Sharad Kumar Chauhan,Best protein in budget with flavour,5,13-Aug-21,,
461,Amazon Customer,Fake product,1,15-Feb-21,Fake product please dont buy.Smells like wheat (atta),
462,Amazon Customer,Good recovery and also very tasty,5,25-May-21,Original product and awesome taste,
463,Amazon Customer,Flavour is great‚ù§Ô∏è,4,19-Mar-21,Actually this protein has a good flavour and i like this‚ù§Ô∏è,
464,rajesh vai,not bad?§?‚ù?,5,3-Mar-21,this product its to good and quality top! thank you GNC?§????,
465,Mudabbir p.,Smells very bad,1,10-Nov-21,It has some sort of bad smell.,
466,Prabjot,Stamina booster,5,14-Mar-21,Good in taste and boost energy and increases stamina !!,
467,shivani lolla,Best for all especially vegetarians.,5,14 April 2021,Really good Protein Powder.,
468,Dikshant patil,Good,4,31-Mar-22,Good,
469,Amazon Customer,Not like taste,1,26-May-21,Not like taste,
470,Mukesh,Original!!!!!!!!!,5,5-Mar-21,Original product and seal. Great taste and mixability.,
471,Vipul Chauhan,Duplicacy,1,16-Mar-21,Got duplicate product,
472,vikas,Nice,4,24-Jun-21,Nice. Do Buy,
473,Vir Karamchandani,Tastes Horrible,1,7-Mar-21,Don't spend money on this,
474,Manpreet singh,Original,5,18-Jun-19,100% original product with product code on the seal of container.,
475,ashvini kumar gupta,Good,2,20-Mar-21,It is good,
476,vikas arora,Good result,4,6-Nov-21,Good result like,
477,Shyam prajapat,Good,5,24-Aug-21,Good,
478,Rohit Saxena,nice product from gnc,5,22-Oct-20,great taste,
479,Sahil,Fake allredey opend i want refund,1,27-Jan-21,Allredy open its allready sctrch not a chocolate its a atta,
480,Tejnoor S.,Least absorbency,1,2-Jul-21,Product quality is not satisfy us,
481,Rahul,Too much sweet don't like it,1,7-Mar-20,Very sweet very hard to drink,
482,Baliyan,It is fake product,1,28-Mar-21,Local products,
483,Manav,Good one,5,9-Dec-21,Go for it,
484,Sanchit,Opened container recieved,1,10-Mar-21,Recieved an already opened container,
485,SUSHIL KUMAR,Bad taste,1,21-Jan-21,Bad taste,
486,Sharad Upadhyay,Taste,1,7-Jun-21,Waste of money.....,
487,astitwa yadav,Nice product. Good taste,4,2-Jun-21,Good product,
488,Nikhil Garg,"Genuine product , Good Packaging,",4,20-Aug-21,,
489,Pranav Kumar,Much nyc products,5,4 April 2021,Superb for beginner,
490,Kapil R Tribhuwan,Great Product from GNC!,5,30-Nov-18,Love the product !! Great muscle Recovery !! Makes absolutely best shake. Genuine product with great taste.,
491,Rakesh Puri,Best Amazon,5,10-Jul-21,Yes,
492,raj,Packaging was very bad.,5,14-May-21,Very nice flavor specially chocolate.,
493,Subhadeep Bera,Excellent,4,14-Jun-19,Excellent...match my expectation.,
494,Nirmala,Sup product,5,7-Dec-20,Iam using this product 2years it's wirking good,
495,kabeer,Not good,1,1-Sep-21,Muscleblaze is bettet,
496,Mithun gowda,Fake,1,1-Sep-20,Product fake totally mixed other powder I hate AmazonBox is opend,
497,Veeranjaneyulu Ivvala,Great,5,16-Dec-20,Very good taste and mix ability,
498,Adarsh kumar,Best,5,10-Nov-21,Like,
499,Ashish,Highly recommended,5,8-Oct-20,Best protien,
500,Manoj,Too much sugar,3,20-Sep-21,Too sweet,
501,Avinash Tiwari,Taste is not so okay,4,17 April 2021,Taste is okay,
502,Gursant Punia,Review of #gnc,1,6-May-20,"Bad in recovery , worst i never think about it to buy again",
503,Sajid Ahmed,Good product,4,26-Aug-21,Good product,
504,Chandra Shekar,Good,5,10-Oct-19,Very good product I recommend all fitness freaks!,
505,Amazon Customer,Best whey protein for all the categories.,5,21-Jun-21,Best whey Protein.,
506,Anish Mahajan,Fake box,1,4-Dec-20,Please don‚??t but this product this is a scam,
507,pawan kharb,Gnc protine return very bad,1,4-Mar-21,Very bad taste waste of money,
508,Ruchi rana,product seal alredy opend,1,13-Mar-21,I recive product seal alredy open,
509,Ganesh,Awesome,5,14-May-21,Best results,
510,Sachin chauhan,Bad performance,1,18-Mar-20,Very bad product,
511,Harsh vardhan,Bad product bad coustomer service,1,10-Oct-21,,
512,Aman pavar,??ç,4,1-Mar-20,Nice product  value for money  ??ç,
513,bharadwaj,No scoop,3,10-Jan-20,Everything is good but I didn't received Scoop and shaker,
514,Anuj Bokadia,Nice product,4,28 April 2021,Nice product,
515,Amazon Customer,Good,5,5-Jan-21,Gbc is the best....all supplyments,
516,mahesh sharma,Tastes good mixes well,4,30-Jun-21,A good supplement,
517,Lakshmi narayana,For beginners only,4,16-May-21,Scoop not provided,
518,Ayush tiwari,Gerat product gnc,4,16 April 2021,Awesome product gnc thanku,
519,Rajesh,??Ø% original product,5,6-Feb-21,Received an authentic product,
520,imran khan,Not good performance,3,24-Mar-21,Not good performance,
521,Sumit kumar,It is important to gymers,5,8-Jul-21,It's very nice,
522,Sandeep,Taste,1,28-Mar-21,Taste is very poor.,
523,Sultan Valli,Good,3,17-May-21,Good product,
524,ROHIT 007027,#overall product was good,3,12-Feb-20,overall product was good but you should keep in 2kg also with this flavor,
525,Vishwas Patel,Nice,5,5-Mar-21,Nice,
526,Nilesg,Nice,5,1-Feb-21,Thanks gnc,
527,Arun kumar pandey,Okay with this,4,10-Aug-19,Okay product taste was not good,
528,Gurujeet,Good one,4,13-Feb-21,Nice protein,
529,Nitesh,Perfect product,4,4-Jul-19,"Gives good result, good in taste, easy to digest.",
530,Girraj sharma,Very good product,5,9-Jul-21,Good,
531,Yash,Authentic product,5,25-Oct-20,Best product,
532,manoj ratna,Not good,2,8-Sep-20,Worst protein whey...,
533,Vivek,Nice,5,7-Jul-21,Good,
534,Vikram balaji,Adulterated and fake product from seller,1,21-Feb-21,I got a fake product,
535,Hitesh Rathee,Amazing,4,22-Jun-20,Tastles excellent,
536,puneet,Genuine product,4,3-Nov-20,Very nyc product,
537,Amazon Customer,Original product,5,17-Mar-20,Value for money,
538,Prahlad Singh Bisht,??†??†??†??†,1,12-Mar-21,Bed quality,
539,Parthiv Lal,Not good,1,6-Feb-21,Not good at all,
540,Amazon Customer,Not 2 buy,1,28-Feb-21,Don't buy,
541,Amazon Customer,Best,5,12-Feb-20,Original product..,
542,Kaushik,Genuine supplement,5,4-Oct-19,Original product and worth.,
543,Manoj kumar,Benifit prime membership,5,29-Dec-20,Good product,
544,Akashdeep s.,best for gymmer,5,14-Aug-20,very good taste and Mixbilty awesome,
545,Vaibhav,Genuine,5,3-Sep-20,Thanks for giving genuine supplement,
546,Divya Sejwal,Good product,5,5-Oct-20,Good,
547,Sumit,Taste is amazing and gives good energy,5,12-Sep-19,Amazing taste,
548,vivek,??ç,3,13-Dec-20,Quite good,
549,Sriramprasad K,Duplicate product,1,5 April 2020,Dont buy this one 100% duplicate,
550,Prashant Kumar,Best product,4,16-Jul-20,Best product and best result,
551,soumik Rooj,Must try,5,22-May-19,Nice product from gnc..,
552,Ankush Rathore,"Scoop missing , duplicate product",1,12-Sep-20,Duplicate product received,
553,Kevin george,Not satisfied,2,4-Feb-19,Protein doesn't dissolve well in water lot of foam is there,
554,sumit banik,No scoop is present,5,26-Sep-19,product is very good but their is no scoop inside it,
555,Rupesh Gurav,Ok to use,5,13-Mar-21,Ok,
556,Tarabadakoli mitesh,Very good product...,5,18-Dec-20,Good prpduct...,
