,review_helpful_vote,review_text,review_rating
1901,0,Its an iPhone! what can i say! :),5.0 out of 5 stars
1902,0,"awesome phone, very smooth, lil bit complicated just like my ex.. rest is fine actually more than fine",5.0 out of 5 stars
1903,0,Awesome mobile..in offer price. Thanks Amazon,5.0 out of 5 stars
1904,0,Just awesome.. ??,5.0 out of 5 stars
1905,0,"Best phone,  nice display ,superb camera, battery is the issue little bit .....over all awesome mobile...",5.0 out of 5 stars
1906,0,Too good,5.0 out of 5 stars
1907,0,Good one,4.0 out of 5 stars
1908,0,Fantastic phone and I am a first time apple user. The hardware has been outstanding and really liking the exp of iPhone xr,5.0 out of 5 stars
1909,0,Excellent value for Money!,5.0 out of 5 stars
1910,0,Black beauty.,5.0 out of 5 stars
1911,0,"Original product, famous for its battery life and a low budget iPhone obviously.",5.0 out of 5 stars
1912,0,Iphone xr is best MOBILE phone in over all phones so thanku so much apple company to give this phone to people's.,5.0 out of 5 stars
1913,0,"Good display, and processor. Value for money",4.0 out of 5 stars
1914,0,"Amazon is unable to help, being a so good brand company Amazon they is helplesssssssssss........",1.0 out of 5 stars
1915,0,"Not much options to do with camera, audio quality could have been better.",4.0 out of 5 stars
1916,0,Awesome phone...Very Nice colour...,5.0 out of 5 stars
1917,0,Good,5.0 out of 5 stars
1918,0,If There Would be Six Stars For Battery I Would have Given 6Stars.,5.0 out of 5 stars
1919,One person found this helpful,Performance is not up to level,3.0 out of 5 stars
1920,0,Amazing product at an amazing price !!,5.0 out of 5 stars
1921,One person found this helpful,Overall ok but camera is 3.5/5,5.0 out of 5 stars
1922,0,"Best iPhone till date, longest battery life, amazing camera quality, and product red is absolutely gorgeous.  love love love !!",5.0 out of 5 stars
1923,0,"Faster face I'd recognition, Super camera Quality, It's working Good...",5.0 out of 5 stars
1924,0,I love the iPhone XR.,5.0 out of 5 stars
1925,0,Very good,5.0 out of 5 stars
1926,One person found this helpful,Superb,5.0 out of 5 stars
1927,One person found this helpful,Its very nice,5.0 out of 5 stars
1928,One person found this helpful,Product is very good condition,5.0 out of 5 stars
1929,0,Superb product with descent amount...  battery life is awesome. Speed and performance are speechless,5.0 out of 5 stars
1930,0,just AWESOME and fully satisfied with overall performance of my i phone xr ..thnx Amazon for delivery on time...,5.0 out of 5 stars
1931,0,Foor very poor,1.0 out of 5 stars
1932,One person found this helpful,Amazing,5.0 out of 5 stars
1933,0,Great phone,5.0 out of 5 stars
1934,0,It is good but I did not got lightening connector with it and it is mention that there is connector in it,3.0 out of 5 stars
1935,One person found this helpful,No fingerprint reader,5.0 out of 5 stars
1936,0,"From iPhone 5s to Xr. Great feeling, good battery life . Quality product in budget range , finally Just WOW ...",5.0 out of 5 stars
1937,0,Battery life is good,5.0 out of 5 stars
1938,0,i am loving it,5.0 out of 5 stars
1939,0,Awesome product to buy,5.0 out of 5 stars
1940,0,Battery capacity is good and sufficient for a day.,5.0 out of 5 stars
1941,0,No issues,5.0 out of 5 stars
1942,One person found this helpful,Great product,5.0 out of 5 stars
1943,0,"Best Apple fone , with better battery life ,,. Fully satisfied.",5.0 out of 5 stars
1944,0,"If you are on a budget..!  Go for it without any doubts,best budget iphone ever ???",5.0 out of 5 stars
1945,0,No Dolby vision /HDRsupport viewing YouTube video,4.0 out of 5 stars
1946,0,Amazing ios experience....,5.0 out of 5 stars
1947,0,The camera quality is very good although the phone seems to work comparatively slow than other models of iphone,4.0 out of 5 stars
1948,0,"There is no comparison between iphone and android, iPhone is Op for it’s performance.. gaming..  full satisfied",5.0 out of 5 stars
1949,0,"Excellent phone,one of the best battery back ups up till now don’t know abt iPhone 11.All in all just loving it",5.0 out of 5 stars
1950,0,Camera quality is good as its name is enough. Dace recognition is much more faster and about battery i am giving 4 out of 5.,5.0 out of 5 stars
1951,0,i like all this about iphone xr and its a genuine apple product and a one year apple warrenty.,5.0 out of 5 stars
1952,0,Perfect phone at a great price.,5.0 out of 5 stars
1953,0,Ok ok phone,3.0 out of 5 stars
1954,0,The battery doesn't last long it's better  to go to showroom  and buy the product specially the iPhone,3.0 out of 5 stars
1955,One person found this helpful,Overall good,4.0 out of 5 stars
1956,One person found this helpful,So good,5.0 out of 5 stars
1957,One person found this helpful,Make delivery faster,5.0 out of 5 stars
1958,0,Quality means apple,5.0 out of 5 stars
1959,0,Best Phone,5.0 out of 5 stars
1960,0,Bawall phone h bhai,5.0 out of 5 stars
1961,0,"Overall, a great product and precious buy.",5.0 out of 5 stars
1962,0,Apple is Apple,5.0 out of 5 stars
1963,0,Got it in 50k. That was a superb deal,5.0 out of 5 stars
1964,0,"Very nice and fully satisfied, after discount got it for 35000",4.0 out of 5 stars
1965,0,I got this phone in worth price with great discount and offers. Features are worth the price. Thank U Amazon!!,5.0 out of 5 stars
1966,0,Worst phone. My another android phone is 5 times better than xr. Not supporting net. Sometimes hangs. Dont bye,1.0 out of 5 stars
1967,0,"There is no fingerprint reader, but face unlock much better, camera quality is ok but battery life much better",4.0 out of 5 stars
1968,0,THANKS VERY GOOD EXPIRENCE WAS LITTLE HASITATE TO ORDER FROM AMAZON IT TOOK THREE DAYS BUT EVERY THING IS GOOD,5.0 out of 5 stars
1969,0,"It's a good phone, little heavy but dependable..",5.0 out of 5 stars
1970,0,Received original iPhone XR grabbed it with huge discount,5.0 out of 5 stars
1971,0,It doesn’t recognise the face properly. Battery life is good. Camera also not very good.,2.0 out of 5 stars
1972,0,Battery life is far better than any iphone,5.0 out of 5 stars
1973,One person found this helpful,Very nice product. Must buy,5.0 out of 5 stars
1974,0,Best phone in this range.camera is good.But i liked the most is battery backup which is quite amazing,5.0 out of 5 stars
1975,0,A little large in hands but eye catching & full of quality features. Power users can make most of it.,5.0 out of 5 stars
1976,0,Good and right value.,5.0 out of 5 stars
1977,0,Product and service Amazing,5.0 out of 5 stars
1978,0,Awesome movie....  2 days battery life... Photo experience is good....  Nice product,5.0 out of 5 stars
1979,0,Good product,5.0 out of 5 stars
1980,One person found this helpful,?? not a value for money ??,3.0 out of 5 stars
1981,One person found this helpful,Great phone,5.0 out of 5 stars
1982,0,Apple latest phone with this price is good to have.,4.0 out of 5 stars
1983,One person found this helpful,Screen touche is not so good,3.0 out of 5 stars
1984,0,Good,4.0 out of 5 stars
1985,0,Awsome phone in great price on deal .amzon deliverd in 2 days,5.0 out of 5 stars
1986,0,"Good product, camera is good & battery is ok...",4.0 out of 5 stars
1987,0,This is a great phone worth to use,5.0 out of 5 stars
1988,0,The quality of this camera is very good.  This is the best I can do with all iphone  Best of all iPhone I use,4.0 out of 5 stars
1989,One person found this helpful,Good choice at a good price,5.0 out of 5 stars
1990,0,There’s no amoled  view but everything else is just top of the class,5.0 out of 5 stars
1991,0,Iphone XR is a really good buy for that budget if you are Apple fan.,5.0 out of 5 stars
1992,0,Being android user for more than 9 years. IOS was very new for me but it is very smooth experience. Worth buying #xR,4.0 out of 5 stars
1993,One person found this helpful,The charger is not working,1.0 out of 5 stars
1994,One person found this helpful,1.5 day battery life,5.0 out of 5 stars
1995,0,Wonderful product from apple,5.0 out of 5 stars
1996,0,Touch screen isn’t sensitive,4.0 out of 5 stars
1997,0,Just one Word for Amazon is Best from on Online Shopping And Iphone XR great Product From Apple,5.0 out of 5 stars
1998,0,Good product,5.0 out of 5 stars
1999,0,"Every thing ok,but camera is not up to excepted level",4.0 out of 5 stars
2000,0,"iPhone XR blue is an awesome phone, camera, display clarity, speed, browsing, apps.....  I can go on and on.",4.0 out of 5 stars
2001,0,Gud,4.0 out of 5 stars
2002,0,N.A,4.0 out of 5 stars
2003,0,Owsm but dont play games in this mobile.if u play then ur battery life is going bad,5.0 out of 5 stars
2004,One person found this helpful,Phone is hanging too often,3.0 out of 5 stars
2005,0,Very good & reasonable purchase. Worth opting for it.,5.0 out of 5 stars
2006,0,The battery life is insane. I can go two days at a stretch without charging,5.0 out of 5 stars
2007,0,Don't purchase,5.0 out of 5 stars
2008,One person found this helpful,Good phone worth it I love it,4.0 out of 5 stars
2009,0,I loved it... however can I buy one more in same price as last one.,5.0 out of 5 stars
2010,0,I am facing issues with my phone.,1.0 out of 5 stars
2011,0,Good one,5.0 out of 5 stars
2012,One person found this helpful,I like the camera quality,5.0 out of 5 stars
2013,0,The awesome product apple has provided and the amazon serviece was also good,5.0 out of 5 stars
2014,0,Nice mobile. And looks awesome in hand.,5.0 out of 5 stars
2015,One person found this helpful,Excellent,5.0 out of 5 stars
2016,One person found this helpful,Best battery life,5.0 out of 5 stars
2017,0,"Awesome battery. Despite 326 ppi, brilliant display.",4.0 out of 5 stars
2018,0,Good buy,5.0 out of 5 stars
2019,0,Good Package Overall!,5.0 out of 5 stars
2020,0,Very Good phone & Good quality camera Good battery life I am very happy with phone,4.0 out of 5 stars
2021,0,Ok,4.0 out of 5 stars
2022,0,Loved this product. iPhone naam hi kaafi hai,5.0 out of 5 stars
2023,0,Best hai,5.0 out of 5 stars
2024,0,"What else should I tell about this wonderful phone??? As always, Apple phones are awesome!",5.0 out of 5 stars
2025,0,1st mobile in iphone becoz battery is so good,5.0 out of 5 stars
2026,0,Dont buy this product,1.0 out of 5 stars
2027,0,Beauty and the best ! Delivered within 12 hrs ! Amazon <3,5.0 out of 5 stars
2028,One person found this helpful,I Purchase i phone but don't got any discount.,3.0 out of 5 stars
2029,0,10/10 Camera,5.0 out of 5 stars
2030,0,perfect as per their description,5.0 out of 5 stars
2031,0,"Gud one, but disappointed with one sim",5.0 out of 5 stars
2032,0,The most value for money iPhone right here. No point in going for iPhone 11 for just a few small upgrades.,5.0 out of 5 stars
2033,0,"My phone is not working properly & I m not satisfy, its cheating done by seller & Amazon is not supporting",1.0 out of 5 stars
2034,0,Instead of spending 1 lakh on some little extra features which you rarely use this is perfect alternative.,5.0 out of 5 stars
2035,One person found this helpful,Nice phone for the price,5.0 out of 5 stars
2036,0,Worth to buy it,5.0 out of 5 stars
2037,0,Like everything,5.0 out of 5 stars
2038,0,Worst phone i have ever buy..... apple disclaimed to repair in warranty also.....,1.0 out of 5 stars
2039,0,"Perfect for me  ,works flawless butter smooth . Switched to iOS now feeling great",5.0 out of 5 stars
2040,0,May be better than X,5.0 out of 5 stars
2041,0,Excellent phone,5.0 out of 5 stars
2042,0,Battery life line very low with net connectivity & selfie camera not good,4.0 out of 5 stars
2043,0,Good Phone. There should be a sign or icon to let me know the alarm is on when it is set.,4.0 out of 5 stars
2044,0,"speed, features, battery life, all good",5.0 out of 5 stars
2045,0,Super Qulity,5.0 out of 5 stars
2046,0,Awesome thanks apple,5.0 out of 5 stars
2047,0,Very nice device,5.0 out of 5 stars
2048,0,"Well, it is a lot of money but to be fair this is probably the cheapest you can get a new iphone.",5.0 out of 5 stars
2049,0,Sooperb mobile battery camera Face ID its awesome,5.0 out of 5 stars
2050,0,"Apple , the brand is enough , elegant design , excellent software",5.0 out of 5 stars
2051,0,Very nice iPhone xr value for money.,5.0 out of 5 stars
2052,0,I don’t believe apple making this type of phone..Excellent phone ...super looking and great performance..,5.0 out of 5 stars
2053,One person found this helpful,Its an i phone. That sums it up.,5.0 out of 5 stars
2054,0,Got the best deal during the amazon prime fest,5.0 out of 5 stars
2055,0,Good. But cant import contacts from xiaomi cloud..,4.0 out of 5 stars
2056,0,"I got a good offer on this product, as expected it works perfectly fine.",4.0 out of 5 stars
2057,0,??,5.0 out of 5 stars
2058,0,Best classy look and colour was pretty good,5.0 out of 5 stars
2059,0,It’s just perfect!!,5.0 out of 5 stars
2060,0,Good with all features,5.0 out of 5 stars
2061,0,"The phone got delivered today, when I opened it, there is a little scratch on the phone already.",2.0 out of 5 stars
2062,0,Product is > than what we expected !!!,5.0 out of 5 stars
2063,0,Great phone with great deal from Amazon... Thanks.... Everything IS good,5.0 out of 5 stars
2064,0,Happy with the purchase!,5.0 out of 5 stars
2065,0,"REALLY AMAZING - IT DOESNOT HAVE FINGERPRINT READER , ACTUALLY IT HAS FACD ID READER & ITS WORK SUPERBLY",5.0 out of 5 stars
2066,0,Good product happy with the purchase,5.0 out of 5 stars
2067,0,One of the best mobile..... battery life is one day and it’s after full use like calling many hours and surfing around 3 hours,3.0 out of 5 stars
2068,0,Good one,5.0 out of 5 stars
2069,0,Worth the money,5.0 out of 5 stars
2070,0,Grt product,5.0 out of 5 stars
2071,0,Comes with proper sealed Box. I’ll also checked Serial number on apple website.,5.0 out of 5 stars
2072,One person found this helpful,its a Great product,5.0 out of 5 stars
2073,One person found this helpful,No fingerprint,4.0 out of 5 stars
2074,One person found this helpful,Looseless phone,1.0 out of 5 stars
2075,0,Smooth... no complaints.. delivered in less than 12hours,5.0 out of 5 stars
2076,0,Upgraded from IPhone7plus to XR...with a very good price,5.0 out of 5 stars
2077,0,Great price and super delivery . And it’s an iPhone.. so happy about it,5.0 out of 5 stars
2078,0,"Best iPhone in the price.. I got it for 39999 in sale, totally worth it",5.0 out of 5 stars
2079,0,User interface and battery life decent.,5.0 out of 5 stars
2080,0,"Totally a great deal. Received the product on time with good package and great deal for ?34,450",5.0 out of 5 stars
2081,0,Nice.... Weighty..... Feeling good,4.0 out of 5 stars
2082,0,Nice phone,5.0 out of 5 stars
2083,0,It was good experience with using this phone for last one month from my purchase,5.0 out of 5 stars
2084,0,Very good premium phone,5.0 out of 5 stars
2085,0,"Good product, arrived on time",5.0 out of 5 stars
2086,0,Great phone...got phone before delivery date,5.0 out of 5 stars
2087,0,Very fast face detection,3.0 out of 5 stars
2088,0,Dear sir/madam,5.0 out of 5 stars
2089,0,best best best battery life of all time iphones.......thanku apple and thanku amazon for fast delivery.,5.0 out of 5 stars
2090,0,Could have been thinner,5.0 out of 5 stars
2091,0,"Performance , Camera and Battery. All are Very Well executed in single device.",5.0 out of 5 stars
2092,0,?excellent phone,5.0 out of 5 stars
2093,0,Best device as per the price.,5.0 out of 5 stars
2094,0,Good value,5.0 out of 5 stars
2095,0,Best iphone..and the face unlock is superfast,5.0 out of 5 stars
2096,0,In my phone when some one call me the signal is automatically dropping and call will cut automatically,1.0 out of 5 stars
2097,One person found this helpful,Good,5.0 out of 5 stars
2098,One person found this helpful,????,5.0 out of 5 stars
2099,0,"Bought to gift my wife, she's happy :) Thanku",5.0 out of 5 stars
2100,0,Nice one if u want to own an apple phone,5.0 out of 5 stars
2101,0,Great value for money with great camera and apple security features better than your one plus,5.0 out of 5 stars
2102,0,Great experience with iphone,5.0 out of 5 stars
2103,0,Ultimate phone. No comparison. Awesome sound speakers inbuilt,5.0 out of 5 stars
2104,0,Great battery life and good value for money if you don’t want to pay stupid money for the XS version.,5.0 out of 5 stars
2105,One person found this helpful,Loving it.,5.0 out of 5 stars
2106,0,Face reader is great.,5.0 out of 5 stars
2107,0,Good product to iPhone XR nice camera battery face unlocked it’s a good work,5.0 out of 5 stars
2108,One person found this helpful,Old,1.0 out of 5 stars
2109,0,Nice phone,5.0 out of 5 stars
2110,0,Batter life is really so good and also so long picture quality is ok,5.0 out of 5 stars
2111,0,Its not worth to buy an Iphone. My phone hangs and the screen freezes. Not a good phone to buy at this price.,1.0 out of 5 stars
2112,0,In 2020 this is the best option if u want to purchase a brand new with budget around 45k-50k,5.0 out of 5 stars
2113,0,Hreat,5.0 out of 5 stars
2114,0,Not a bad phone,5.0 out of 5 stars
2115,0,"Excellent in every way, except that it's too big to sometimes fit my clutch purse.",5.0 out of 5 stars
2116,0,"Good camera quality, faster delivery. happy with the product",5.0 out of 5 stars
2117,0,nice phone,4.0 out of 5 stars
2118,0,Honestly you can go for this phone by closing your eyes ? one of the best iPhone apple had designed,5.0 out of 5 stars
2119,0,It is a very  beautiful mobile.,5.0 out of 5 stars
2120,0,Good Battery backup....iPhone lover ????,5.0 out of 5 stars
2121,0,Best,5.0 out of 5 stars
2122,0,Name is enough Apple,5.0 out of 5 stars
2123,0,Good,4.0 out of 5 stars
2124,0,"I bought it for Rs 38000, iPhone XR for this price is a steal deal,",5.0 out of 5 stars
2125,0,Super,5.0 out of 5 stars
2126,0,Great as always. I like apple,5.0 out of 5 stars
2127,0,Face ID is good. Many attractive features like ring volume diminishes on seeing the screen.,5.0 out of 5 stars
2128,0,"Excellent phone, except for fingerprint reader, at this price all good.",5.0 out of 5 stars
2129,0,Do I need to say something! This is the best iPhone ever!!!,5.0 out of 5 stars
2130,0,But its calling censor not working while calling display is continue wake i believe its a mistake in the phone,5.0 out of 5 stars
2131,0,Camera quality is just ok,5.0 out of 5 stars
2132,0,Apple you’ll are the best,5.0 out of 5 stars
2133,0,My friend purchase this mobile phone with free screen replacement but I didn’t so I am disappointed,1.0 out of 5 stars
2134,0,"Good face recognition, fair camera, and a decent battery back up",4.0 out of 5 stars
2135,0,Just one word wow ????,5.0 out of 5 stars
2136,0,The greats of all time finally happiest moment while opening the parcel ?????????? Thank you amazon,5.0 out of 5 stars
2137,0,Unbeatable price till now,5.0 out of 5 stars
2138,One person found this helpful,Receive empty box,1.0 out of 5 stars
2139,One person found this helpful,Great fone,5.0 out of 5 stars
2140,One person found this helpful,Value for money I,5.0 out of 5 stars
2141,One person found this helpful,Excellent,5.0 out of 5 stars
2142,0,Got this beast in Great Indian Sale on Amazon at only 35K.. I can't express the feel of having an iPhone at such price!!!!!,4.0 out of 5 stars
2143,0,Very nice and the deal is really good,5.0 out of 5 stars
2144,0,Best !! Heavy phone. But best to buy.,5.0 out of 5 stars
2145,One person found this helpful,No,1.0 out of 5 stars
2146,0,"Always n iPhone fan. So, XR for me was an obvious buy",5.0 out of 5 stars
2147,0,Too much good,5.0 out of 5 stars
2148,One person found this helpful,Great buy,5.0 out of 5 stars
2149,0,Built & Screen Quality,5.0 out of 5 stars
2150,0,"So far it’s a good phone , satisfying",5.0 out of 5 stars
2151,0,Good,5.0 out of 5 stars
2152,0,Using after 10 days did not swiched on even charge the phone and amazon return policy very bad....,1.0 out of 5 stars
2153,0,Pros:,5.0 out of 5 stars
2154,0,Amazon is selling defective products. Face id not working properly. It unlock with multiple faces.,1.0 out of 5 stars
2155,0,Very good phone. Battery works for near about 10hr +,5.0 out of 5 stars
2156,One person found this helpful,It's having a dual sim,5.0 out of 5 stars
2157,0,It’s not supported finger print but face lock is best for other face lock options,5.0 out of 5 stars
2158,0,Simply awesome. Battery life is simply amazing. Camera quality is upto it’s best.,5.0 out of 5 stars
2159,One person found this helpful,All good,5.0 out of 5 stars
2160,One person found this helpful,Nehdjsbd,5.0 out of 5 stars
2161,One person found this helpful,Exellent,5.0 out of 5 stars
2162,0,Face recognition best,3.0 out of 5 stars
2163,0,Perfect,5.0 out of 5 stars
2164,0,Excellent Phone from Apple. Bought in a good deal.,5.0 out of 5 stars
2165,0,Good one,5.0 out of 5 stars
2166,0,Overcoming the fact that iphones battery is low.. Battery is incredible,5.0 out of 5 stars
2167,0,Nice product,5.0 out of 5 stars
2168,0,Suits the apple lover,5.0 out of 5 stars
2169,0,"This is first iPhone i have ever used, super quality & battery life is Amazing.Camera quality is also good.",5.0 out of 5 stars
2170,0,It’s getting heat if we use phone for long time and I need water proof test video link from apple,4.0 out of 5 stars
2171,0,Excellent,5.0 out of 5 stars
2172,One person found this helpful,Sooo good,5.0 out of 5 stars
2173,One person found this helpful,Camera quality is good,5.0 out of 5 stars
2174,0,"Good product, battery life is good right now in the initial period",4.0 out of 5 stars
2175,0,Nice,5.0 out of 5 stars
2176,0,?,5.0 out of 5 stars
2177,0,I am having an issue of low voice for incoming call,3.0 out of 5 stars
2178,0,It Is good product of iphone,5.0 out of 5 stars
2179,One person found this helpful,Awesome,5.0 out of 5 stars
2180,0,Best battery life on a iphone,5.0 out of 5 stars
2181,0,Battery easily lasts one day.,5.0 out of 5 stars
2182,0,Worth every penny spent,5.0 out of 5 stars
2183,0,Felt happy giving this phone as a gift for my wife....awesome experience,5.0 out of 5 stars
2184,0,"The battery life is descent , picture quality excellent.Display is good.",5.0 out of 5 stars
2185,0,You cant finf a little bit of lag.,4.0 out of 5 stars
2186,One person found this helpful,Good,5.0 out of 5 stars
2187,0,One of the best . Somewhere you will miss the fingerprint sensor. Rest all fine.,5.0 out of 5 stars
2188,0,Face detection is so good.,5.0 out of 5 stars
2189,One person found this helpful,Excellent phone,5.0 out of 5 stars
2190,One person found this helpful,Amazing product,5.0 out of 5 stars
2191,0,good,5.0 out of 5 stars
2192,0,I phone is an IPhone no secondly thoughts.,5.0 out of 5 stars
2193,0,Its Fantastic.,5.0 out of 5 stars
2194,0,Best in the budget.,5.0 out of 5 stars
2195,0,Just enjoy the iPhone with dual sim,5.0 out of 5 stars
2196,0,Just superb,5.0 out of 5 stars
2197,0,Nice recommended to everyone Sir also must buy for Business users,5.0 out of 5 stars
2198,0,Awesome batt n I jus soaid for it logo,4.0 out of 5 stars
2199,0,Very high quality,5.0 out of 5 stars
2200,0,Amazon always fast to deliver products compare to others for me,5.0 out of 5 stars
2201,0,My adapter isn’t working properly from now and I want to return/ replace it as soon as possible.,4.0 out of 5 stars
2202,0,The product is good. I know it has LCD but it is still worth it.,4.0 out of 5 stars
2203,One person found this helpful,Camera is good,5.0 out of 5 stars
2204,One person found this helpful,bakwass mobile,1.0 out of 5 stars
2205,0,Its very smooth and also camera is awesome i am enjoying lott with this,5.0 out of 5 stars
2206,0,I love this iPhone... no need for iPhone 11 just go for xr... will be worth it.,4.0 out of 5 stars
2207,0,Awesome phone to use slightly heavy but very good battery life and performance.,5.0 out of 5 stars
2208,0,"Awesome mobile, battery back superb, pacakage comes with 1A charger which get 5hr to full charge",5.0 out of 5 stars
2209,0,"Amazing Phone, the battery life of this phone is simply amazing",5.0 out of 5 stars
2210,0,The best decision I have ever made. This phone is the best model in the world for 2019.,5.0 out of 5 stars
2211,0,verry good,5.0 out of 5 stars
2212,0,"Superb performance, cant expect anything more ?",5.0 out of 5 stars
2213,One person found this helpful,value of money,4.0 out of 5 stars
2214,One person found this helpful,Product damage,1.0 out of 5 stars
2215,0,Totally satisfied with my new iphone as im the first time iphone user. I feel totally happy with my purchase,5.0 out of 5 stars
2216,One person found this helpful,Worth buying??,1.0 out of 5 stars
2217,0,Great product at an amazing price!,5.0 out of 5 stars
2218,0,I loved it,5.0 out of 5 stars
2219,0,Awesome phone.... great camera and lovely battery life.,5.0 out of 5 stars
2220,0,good phone but using in two sim one i phone i great use,4.0 out of 5 stars
2221,0,Bring an Apple fan it’s the best product in this range.,5.0 out of 5 stars
2222,0,"Today, after 2 months, my phone stop to work. The cellphone turned off and never turn on again.",1.0 out of 5 stars
2223,0,"Its really nice model from apple. Liked it very much nice battery life, camera and sound super.",5.0 out of 5 stars
2224,0, Osm look and gd camera quality? loved iphone XR?,5.0 out of 5 stars
2225,One person found this helpful,Great product,5.0 out of 5 stars
2226,0,Face recognition good,5.0 out of 5 stars
2227,0,excellant,5.0 out of 5 stars
2228,0,Amazing product. Best quality smartphone for the price .,5.0 out of 5 stars
2229,0,Beautiful mobile m in love with I phone xr,5.0 out of 5 stars
2230,0,One of the best investment.,5.0 out of 5 stars
2231,0,Good,5.0 out of 5 stars
2232,0,iphone in not available fingerprint ?  i like camera,4.0 out of 5 stars
2233,0,Iphone XR IS really a amazing and wonderful phone ever. it camera quality is it's blackbuster.,5.0 out of 5 stars
2234,0,Product is awesome...  My first apple product..,5.0 out of 5 stars
2235,0,Good,5.0 out of 5 stars
2236,0,Good,5.0 out of 5 stars
2237,0,Not up to the expectation,4.0 out of 5 stars
2238,0,"The colour is good, the battery is also good and last for for more than a day in moderate use.",5.0 out of 5 stars
2239,0,Best iphone so far with good camera.... finally i am satisfied with iphone camera???must buy product,5.0 out of 5 stars
2240,0,Wowww,5.0 out of 5 stars
2241,One person found this helpful,worth buying,5.0 out of 5 stars
2242,0,"Amazing user experience, as long as you’re vested in it as a user too",5.0 out of 5 stars
2243,0,"Nice fone. Perfect in all aspects, only takes alot of time to charge.",5.0 out of 5 stars
2244,0,Frequent call drop and call failed and no exchange and no replacement.damaged product delivered by amazon,1.0 out of 5 stars
2245,0,Battery is not too good..some problems or difficulties are arriving while installing new apps.,4.0 out of 5 stars
2246,One person found this helpful,Good,5.0 out of 5 stars
2247,0,iPhone XR is good with reasonable offer price.,5.0 out of 5 stars
2248,0,Good product good camera and good battery life,5.0 out of 5 stars
2249,0,Not bad. Pretty decent camera and battery life,4.0 out of 5 stars
2250,0,Value of money  ..its exilent?????,5.0 out of 5 stars
2251,0,Your product is defective and your commitment is third class and customer service is hopeless,1.0 out of 5 stars
2252,0,Awesome Performance,5.0 out of 5 stars
2253,0,"Great battery,good camera and outstanding performance",5.0 out of 5 stars
2254,0,Amazing phone outstanding camera beast in performance,5.0 out of 5 stars
2255,0,Again damage product received. Kindly get it replaced. Received on 29.10.2019. Thanks,1.0 out of 5 stars
2256,0,Almost good,4.0 out of 5 stars
2257,0,JUST AMZINY!!,5.0 out of 5 stars
2258,0,awesome phone,5.0 out of 5 stars
2259,0,Awesome phone...excellent battery backup.,4.0 out of 5 stars
2260,0,very good,5.0 out of 5 stars
2261,0,Fingerprint not available,5.0 out of 5 stars
2262,0,Better than androids anytime. Don’t hate me as i was android user from past 8 years.,5.0 out of 5 stars
2263,0,Just go ahead if you are on a budget.Best phone out there if you are looking for I0s,5.0 out of 5 stars
2264,0,Excellent user experience is damn good,5.0 out of 5 stars
2265,0,Awesome phone bought it for amazing deal,5.0 out of 5 stars
2266,0,Amazing battery life and screen output,5.0 out of 5 stars
2267,0,"Love this phone!!! Upgrading from iPhone 6 ; only reason battery life, works butter smooth..",5.0 out of 5 stars
2268,0,Very good phone. Camera quality is nice. But front glass is not so good it scratches easily.,4.0 out of 5 stars
2269,0,It’s good phone but didn’t make me delighted anyway.,4.0 out of 5 stars
2270,0,"Even though display is 720p ,clarity is good but price can be reduced",4.0 out of 5 stars
2271,0,Awesome phone at such a price....got it under 44k during amazon great indian festival,4.0 out of 5 stars
2272,0,Excellent camera. Great experience. You can’t go wrong with IPhone.,5.0 out of 5 stars
2273,0,"Its really awesome,best price ever ??No more reviews needed bcz its apple?",5.0 out of 5 stars
2274,0,Awesome phone.... worth buying,5.0 out of 5 stars
2275,One person found this helpful,Let me use,4.0 out of 5 stars
2276,0,Very good phone with good battery life and A12 bionic chip.,5.0 out of 5 stars
2277,0,Well I order a black color but it comes out to be a red one,1.0 out of 5 stars
2278,0,Face ID is bit slow sometimes.,5.0 out of 5 stars
2279,0,Battery life not good charging very slowly,5.0 out of 5 stars
2280,0,The front. Speaker is. Not. Working.. the. Very. First. Day please don't. Buy. From. Amazon,1.0 out of 5 stars
2281,0,Coral colour is good and overall mobile is good but I personally missed fingerprint scanner,5.0 out of 5 stars
2282,0,Battery life is good. Bionic chip is super fast. Face recognition in low light is very fast,5.0 out of 5 stars
2283,0,This is awesome device in this price range.,5.0 out of 5 stars
2284,0,Fingerprints reader would be another useful feature,4.0 out of 5 stars
2285,0,"I brought it in 39,000. I think worth to buy in this price  . Very good camera.",5.0 out of 5 stars
2286,0,Excellent product,5.0 out of 5 stars
2287,0,"battery is very poor, camera quality is dull.",3.0 out of 5 stars
2288,0,Camera : 5/5,5.0 out of 5 stars
2289,0,Ok ok phone,5.0 out of 5 stars
2290,0,Nice phone.,5.0 out of 5 stars
2291,0,Mic quality is so worst,3.0 out of 5 stars
2292,0,Awsome phone,4.0 out of 5 stars
2293,0,It’s very good .. camera quality is good ... outlook is good.. screen size is apt.,4.0 out of 5 stars
2294,0,Good,4.0 out of 5 stars
2295,0,Awesome .. Worth buying,5.0 out of 5 stars
2296,0,Best iPhone I ever purchased online.,5.0 out of 5 stars
2297,0,Great performance and camera quality,5.0 out of 5 stars
2298,0,Good product ??,5.0 out of 5 stars
2299,0,Disappointed with battery life of the phone,4.0 out of 5 stars
2300,0,One of the good phones in Apple and such a good battery. Really a nice product from apple.,5.0 out of 5 stars
2301,0,Great phone,5.0 out of 5 stars
